id,reported_at,neighbourhood,latitude,longitude,severity_iron_marks,weather,reporter_mood,swallowed_object,reporter_quote,citizen_id
49aa7bff-04e9-4023-9f6f-0a69d02f2caf,2026-05-03T19:09:40+00:00,Linné,57.695984,11.945598,2,regn,philosophical,second-hand book,It is on the official Gothenburg map. As a landmark.,cit-02667
8dd8fb00-437b-4e28-8baa-3dee992fed1f,2026-02-17T13:24:10+00:00,Frölunda,57.659114,11.931322,5,slask,resigned,,It swallowed the rim. The rim was new.,cit-00693
87460327-177d-4417-93c2-990d9120da43,2026-02-28T08:42:22+00:00,Hisingen,57.698921,11.873166,4,slask,vengeful,Volvo emblem,The pothole files its own taxes.,cit-00429
b488c79c-20a6-4cf2-bc1e-66f41b499c37,2026-02-14T09:39:46+00:00,Annedal,57.69397,11.962347,2,dimma,philosophical,philosophy notes,I composed a haiku. The pothole inspired it. The car broke.,cit-01138
7dd506bd-90de-4747-82c2-988b9453a714,2026-03-11T12:34:41+00:00,Gamlestaden,57.724003,12.009517,4,regn,frustrated,factory whistle,The pothole was in my path. The path is now in the pothole.,
679e4cb0-459b-4445-97ac-32da1a6cfcc3,2026-02-15T08:39:55+00:00,Hisingen,57.69208,11.937105,3,slask,vengeful,,The pothole files its own taxes.,
7aa338e9-7312-43af-b7f1-8d6c88fbedb6,2026-04-23T07:22:51+00:00,Centrum,57.703927,11.96396,2,regn,frustrated,lunch deal flyer,My V90 said 'good morning' and then 'goodbye'.,cit-01758
6284df3b-38c8-4107-aae8-296fea8a584d,2026-02-13T06:34:08+00:00,Majorna,57.700033,11.941924,4,sol,lagom,sourdough loaf,I made eye contact with the driver in the other lane. We nodded.,
3b6c445f-7104-4033-96c5-2c72876f6c42,2026-02-23T17:04:26+00:00,Haga,57.701736,11.969565,4,regn,amused,cinnamon bun,It is in the official Volvo test track database. As a hazard scenario.,cit-00782
cfda96fa-bcaf-4d47-a220-9d7d82fd5ab6,2026-03-01T05:01:03+00:00,Hisingen,57.710368,11.862561,3,slask,vengeful,,I was not surprised. That is the most Gothenburg thing about this.,cit-00049
44851e44-e86f-4a2f-93e4-209a608ef42d,2026-04-16T00:33:56+00:00,Frölunda,57.662438,11.957635,5,snö,lagom,a smaller pothole,I avoided it for three years. Today I forgot.,cit-00851
d9a04231-25fe-4aeb-a8c8-dc3e91375ead,2026-04-16T02:59:50+00:00,Annedal,57.691418,11.948285,3,regn,philosophical,thesis chapter,The pothole had its own postcode.,cit-02386
130d4255-3ebc-4436-a7df-ba4287e9101e,2026-02-17T07:58:36+00:00,Haga,57.705588,11.951465,4,regn,amused,cinnamon bun,I made eye contact with the driver in the other lane. We nodded.,
2ac2c5bd-6ea6-488c-9a54-432a7352eadb,2026-03-25T06:19:50+00:00,Frölunda,57.669534,11.966244,5,snö,philosophical,,"It rejected my insurance claim, somehow.",cit-00830
994b8002-f69e-44b6-aeb2-b69131bfe067,2026-03-19T08:53:50+00:00,Hisingen,57.704559,11.872801,4,dimma,resigned,lost mitten,My therapist drives a different route to work.,cit-00366
8109be06-fd3a-46db-a6e3-14287dd2b85a,2026-04-22T06:51:19+00:00,Frölunda,57.654655,11.967834,5,snö,resigned,,It contains a smaller car.,cit-00794
68a23b6e-f597-46e0-85d7-d287a8a5b04a,2026-03-28T14:05:56+00:00,Linné,57.69263,11.955062,3,regn,lagom,second-hand book,The Volvo handled it. I did not.,
433a9ae6-f5e8-427e-9670-be664d0c7b9c,2026-04-01T07:49:02+00:00,Hisingen,57.710392,11.870897,5,snö,frustrated,muffler bracket,The chassis sounds like a confused harp.,cit-00328
81cdba4d-4e4c-4144-bd50-7547337e1a9c,2026-04-06T08:56:44+00:00,Centrum,57.705219,11.974589,3,dimma,resigned,press card,I learned three new words today.,cit-02230
33917087-47c0-4dc0-9d19-e828ec471765,2026-05-11T15:24:25+00:00,Gamlestaden,57.724821,12.002567,3,regn,philosophical,shipyard rivet,It contains a smaller car.,cit-02288
939a826d-2f89-4c70-b211-0f12e7997eec,2026-04-11T16:05:37+00:00,Kortedala,57.771919,12.047889,3,slask,vengeful,tram ticket,The chassis sounds like a confused harp.,cit-01222
ad502382-5e79-4a88-b916-6d2bc0d84bd2,2026-03-11T05:35:20+00:00,Linné,57.695844,11.95657,2,regn,philosophical,second-hand book,The seatbelt held. Everything else loosened.,cit-02469
e61ce636-f3fa-4919-8f53-e963e53a3f87,2026-03-20T23:49:09+00:00,Frölunda,57.6531,11.949439,5,snö,resigned,,The pothole files its own taxes.,cit-00611
612fce5f-aef6-4cb6-8051-cab044c8878c,2026-03-26T02:32:53+00:00,Centrum,57.704718,11.975226,1,regn,resigned,press card,I stopped and waved at the pothole. It is a regular at this point.,cit-01654
16bbf4b1-872d-41f4-96f0-9c6e313eb773,2026-03-25T07:10:07+00:00,Örgryte,57.698521,12.012781,5,sol,lagom,golf ball,I was carrying lutfisk. The lutfisk made it. The car did not.,cit-02764
504f13d4-29e3-48a7-9dbd-7605b577c11a,2026-03-21T04:29:39+00:00,Hisingen,57.703241,11.903416,3,dimma,vengeful,hubcap,I drove around it. The detour was through 1972.,cit-02714
8f272154-6690-4b12-beac-80c5e7e410cd,2026-02-12T18:38:29+00:00,Frölunda,57.669555,11.950352,5,regn,lagom,,The pothole was in my path. The path is now in the pothole.,cit-00484
b0a40303-95e4-47d3-b61c-b22bf79e71e4,2026-02-27T10:13:05+00:00,Örgryte,57.713318,11.99855,1,regn,resigned,,I named it. It is now part of the family.,
543c5fbf-afa9-48a4-9c14-3482c2bc6af2,2026-03-05T06:22:08+00:00,Haga,57.70898,11.955394,1,regn,philosophical,cinnamon bun,"It is technically a sinkhole, but the city is in denial.",
f278a484-1864-4f34-88f8-26ab8d9c53e2,2026-04-23T17:13:50+00:00,Annedal,57.697937,11.946528,1,sol,philosophical,,I stopped and waved at the pothole. It is a regular at this point.,cit-02014
f25ed4d8-a861-490e-b4ce-bed1937e9e63,2026-03-31T16:49:42+00:00,Linné,57.690196,11.958501,3,sol,philosophical,natural-wine cork,My XC40 said something I cannot repeat.,cit-02383
ed4df006-ba3d-4444-a6cc-13bb0ab9fea6,2026-04-24T10:30:41+00:00,Kortedala,57.779546,12.046883,3,snö,vengeful,,It contained a smaller pothole. Russian dolls but Swedish.,cit-02114
8a964fbb-56a1-4ca3-ab1a-eb94b9807d27,2026-04-22T09:48:13+00:00,Hisingen,57.704604,11.912963,3,slask,frustrated,hubcap,My XC40 said something I cannot repeat.,cit-00159
e23b398b-dddb-4536-a426-37906d0f3f8a,2026-02-25T09:57:24+00:00,Hisingen,57.71673,11.901934,4,snö,resigned,hubcap,"I stopped, got out, and apologised.",cit-00310
a217bd49-27ff-4485-9a28-f5992f3f847f,2026-02-21T10:01:31+00:00,Kortedala,57.768924,12.065145,2,slask,resigned,tram ticket,I have a season pass.,cit-01704
9f9f4e91-4722-4112-b96a-de414ac1ae91,2026-02-21T08:58:12+00:00,Annedal,57.697581,11.954937,2,regn,frustrated,student textbook,It is technically a feature now.,cit-02081
558389fc-120b-4c80-ba00-c5d90bf11887,2026-02-26T08:09:51+00:00,Annedal,57.693051,11.958009,5,regn,philosophical,,The municipality said 'we will look into it'. I sent them a photo. They sent thoughts and prayers.,cit-02922
2f780724-b76f-46e5-a9b8-52541faa368d,2026-03-23T12:13:45+00:00,Örgryte,57.695527,11.996404,4,sol,resigned,garden glove,The pothole was in my path. The path is now in the pothole.,cit-02835
e3c2b993-d9fd-45b5-a3cb-89c2a352c922,2026-03-18T09:08:55+00:00,Haga,57.706647,11.966675,1,sol,amused,cinnamon bun,It was deeper than the conversation we were having in the car.,cit-01569
68ea3cbf-918c-4265-8d3d-442adbe1cbd2,2026-04-12T06:52:41+00:00,Hisingen,57.707849,11.882905,5,regn,vengeful,hubcap,"It is technically a sinkhole, but the city is in denial.",cit-00477
19d4bab9-fa3b-4a87-9761-ed9bb055699e,2026-03-06T08:32:56+00:00,Centrum,57.71488,11.973953,3,regn,resigned,,I am here to report a pothole. I am also here to report a feeling.,cit-01757
01196e23-c4cd-4879-bb11-24204b8c3b9e,2026-04-13T11:30:02+00:00,Hisingen,57.697627,11.913803,4,slask,vengeful,industrial bolt,I was not surprised. That is the most Gothenburg thing about this.,cit-00254
c89f6180-9c2e-4f7d-bf43-58df8c22a60b,2026-03-16T08:44:42+00:00,Centrum,57.706701,11.984563,1,regn,resigned,lunch deal flyer,It used to be a road.,cit-01614
d016a368-71b1-4150-9c8f-6c9f5423db9d,2026-05-02T09:56:11+00:00,Annedal,57.694029,11.94904,2,regn,frustrated,,I tried to fill it with snow. It rejected the snow.,cit-01927
76f74ae3-2dbf-4a96-aa30-163cc47e9029,2026-02-18T06:09:18+00:00,Hisingen,57.701855,11.943293,4,slask,vengeful,factory ID badge,I have driven this road for 27 years. The pothole has driven it for 28.,cit-00023
e2115f56-be5b-49e1-9165-6efa597c5641,2026-03-23T08:09:59+00:00,Haga,57.707376,11.958155,4,regn,amused,wedding confetti,It is in the GPS as 'Object of Interest'.,cit-01428
195c37f6-9439-4cb9-af70-d1426dd74960,2026-04-19T07:07:16+00:00,Örgryte,57.699799,12.005159,4,sol,lagom,dog biscuit,"Lagom-sized, by Gothenburg standards.",cit-02080
b65a6788-48e7-41cc-99aa-d001cae764e8,2026-04-30T02:12:54+00:00,Frölunda,57.66327,11.943865,4,regn,resigned,a smaller pothole,I had thoughts at the bottom.,cit-00796
812a9a4e-4a56-4828-8355-073541063dfb,2026-04-11T08:12:04+00:00,Linné,57.692588,11.949558,1,regn,amused,vintage scarf,The Volvo Iron Mark survived. The wheel did not.,cit-01604
492eed64-0dc7-4b83-a2ba-cb6ed3373798,2026-03-19T18:45:19+00:00,Haga,57.709084,11.951498,2,sol,amused,,"I drove through it gently, as one would a sleeping baby.",
c9bfd255-2d43-4f43-b30c-3f4c0e84474c,2026-03-01T06:52:37+00:00,Frölunda,57.653263,11.955996,4,slask,resigned,,It was deeper than the conversation we were having in the car.,cit-00892
ff1e8920-1e10-43f6-8c0a-3162bc1f7d12,2026-02-14T18:05:28+00:00,Hisingen,57.700377,11.943238,4,regn,frustrated,,My V90 said 'good morning' and then 'goodbye'.,cit-01861
8f654d03-aa3e-4bd4-9f5b-343473d347d9,2026-04-07T01:34:07+00:00,Örgryte,57.697231,11.996652,1,sol,resigned,garden glove,The cinnamon bun did not survive.,cit-00659
935fd079-8efa-4853-a5d4-faa6d50afcf4,2026-05-09T07:52:42+00:00,Annedal,57.693541,11.962858,4,regn,philosophical,philosophy notes,I am not angry. I am Swedish.,cit-02067
0fba1c3c-6132-4b01-a2ba-58922f6fd598,2026-04-26T04:37:56+00:00,Annedal,57.695665,11.946137,5,regn,frustrated,,The pothole has a Tripadvisor review. Three stars.,cit-02062
e31eaaa9-e17d-4be9-9bdf-911e7a69186b,2026-04-26T09:20:29+00:00,Centrum,57.714876,11.981582,5,regn,resigned,tram pass,I was warned. I drove anyway. I learned.,cit-01118
7ec45b3a-9568-4eb3-9a56-a8ecab532bb0,2026-02-19T10:04:36+00:00,Frölunda,57.655841,11.963945,1,slask,philosophical,,I now understand impermanence.,cit-00430
9ac8e110-2002-44ba-99f3-8adb46bba72c,2026-04-06T10:31:49+00:00,Kortedala,57.776362,12.046473,3,slask,vengeful,dog leash,It used to be a road.,cit-01221
c88fe9bd-5e91-4446-be6f-e4ce3e56015e,2026-03-27T17:52:41+00:00,Majorna,57.694436,11.93187,4,regn,lagom,sourdough loaf,I fell into it on a bike in 1998. I am still angry.,cit-02758
36cfed4e-b8dc-4aaa-9816-d62114a57340,2026-02-13T09:11:50+00:00,Kortedala,57.761102,12.056055,1,snö,frustrated,1980s coin,The bicycle was reasonable. The car was not.,
1bf6e858-a17d-4961-8b30-87ce01a084a9,2026-03-01T18:13:29+00:00,Haga,57.704555,11.961081,1,sol,amused,tourist postcard,I was on a date. We are now married.,cit-01272
11a92ae2-9a91-4f84-92a1-5fc4db1844ed,2026-02-12T12:23:40+00:00,Linné,57.698498,11.961932,1,regn,amused,vinyl 7-inch,I turned around. The road did too.,cit-01770
42ccd93a-ecac-4363-a8db-2f639e951d6d,2026-02-18T21:00:41+00:00,Majorna,57.69498,11.919083,3,sol,lagom,sourdough loaf,The pothole files its own taxes.,cit-02649
38407fb9-de15-4944-b05f-d71af42d4393,2026-04-02T20:37:24+00:00,Örgryte,57.696942,12.01398,1,sol,lagom,dog biscuit,The cargo bike survived. The cargo did not.,cit-02809
37826457-b0cf-4ac6-bbd0-209f3a3f0ddc,2026-05-05T07:54:44+00:00,Centrum,57.710631,11.964098,3,regn,amused,umbrella,I now buy tyres in pairs. As a precaution.,cit-01875
afdde8d7-e8aa-46ae-b215-a8e2ec695920,2026-03-05T17:45:22+00:00,Majorna,57.696629,11.943878,1,regn,lagom,,The pothole was in my path. The path is now in the pothole.,cit-02625
440fe663-4cc7-4484-b59a-0ac13547b97b,2026-03-31T12:56:59+00:00,Linné,57.695952,11.942056,4,regn,philosophical,second-hand book,My toddler asked 'are we there yet'. We were two metres from home.,cit-02386
7bcae3d4-d7b8-48cb-b022-8db4f64fbb7c,2026-05-07T07:35:36+00:00,Majorna,57.695638,11.934394,4,regn,philosophical,,I was not surprised. That is the most Gothenburg thing about this.,cit-02618
58cdd32b-7a7a-4cb9-80f2-a7511584eb3f,2026-03-23T18:39:57+00:00,Kortedala,57.767802,12.062127,3,snö,vengeful,tram ticket,There is a smaller pothole inside the larger pothole. We call it Lille Per.,cit-01914
84c7d62a-6dbc-4da2-9385-447a849dee58,2026-03-24T03:10:54+00:00,Centrum,57.714669,11.960822,2,dimma,resigned,office lanyard,It does not show up on Google Street View. They were afraid.,cit-00132
16a7a50c-cbf2-4b30-88d0-1590c0cf5fd5,2026-03-14T23:32:06+00:00,Haga,57.700096,11.957496,2,regn,amused,vintage camera strap,I stopped to think about my life choices. The pothole was the prompt.,cit-02263
31d09e9f-496e-4902-8146-6f0791d5def5,2026-02-13T07:08:45+00:00,Kortedala,57.764808,12.051623,5,snö,vengeful,1980s coin,It contained a smaller pothole. Russian dolls but Swedish.,cit-01260
8d828b93-8c5b-4885-942d-ce5718f47a27,2026-05-07T19:18:59+00:00,Gamlestaden,57.73465,12.016429,4,slask,vengeful,,It is in the GPS as 'Object of Interest'.,
9c67c5d2-0ad7-4933-8f74-67131bf5da58,2026-03-06T13:55:51+00:00,Gamlestaden,57.727923,12.009552,5,snö,vengeful,century-old nail,It is on the official map. The map calls it 'feature 042-N'.,cit-02293
a9d3fac5-1164-43f2-9355-7d9d970ecdc2,2026-05-07T06:36:15+00:00,Annedal,57.696287,11.947136,2,sol,frustrated,,It contains its own weather system. We named it Eva.,cit-01665
8e713109-1f3f-4fa6-a830-da4e9e5264a7,2026-02-27T06:38:14+00:00,Haga,57.706682,11.959068,1,regn,amused,cinnamon bun,It contains its own weather system. We named it Eva.,
a00204de-956a-41c5-b263-c405a77a3272,2026-03-21T12:57:40+00:00,Centrum,57.702077,11.960507,2,regn,resigned,umbrella,My satnav said 'recalculating life'.,cit-01699
12226bd7-a6c2-4ff4-a056-a2560e69a9ac,2026-03-08T10:42:53+00:00,Majorna,57.701215,11.933113,3,regn,lagom,sourdough loaf,My fika thermos achieved orbit.,cit-02708
a763bd39-acf1-49d8-9c96-5e370396d15b,2026-03-02T09:47:48+00:00,Haga,57.708692,11.968844,3,regn,amused,second-hand cup,It is the third entry on the local pub quiz.,cit-01924
16347936-a2da-4f2f-978f-ee31bb19578f,2026-04-24T17:39:27+00:00,Hisingen,57.711982,11.88758,4,regn,resigned,Volvo emblem,I turned around. The road did too.,cit-02681
a34fef36-4bbd-4b0a-8836-4f42d22584bd,2026-04-24T13:34:13+00:00,Gamlestaden,57.730832,12.018405,4,snö,frustrated,tram token,The pothole has Wi-Fi.,cit-02220
8bded743-3931-4d6a-860c-7df1feec5f4b,2026-04-12T11:49:52+00:00,Hisingen,57.698878,11.880388,4,dimma,frustrated,Volvo emblem,I turned around. The road did too.,cit-01441
0d79f84b-ff58-48e7-a3d9-ae18298a50d0,2026-04-02T08:26:53+00:00,Gamlestaden,57.733542,11.997112,2,slask,vengeful,century-old nail,It echoes.,cit-02150
407b379a-6323-4250-bbcb-565eb2d2de7c,2026-02-17T17:14:56+00:00,Kortedala,57.765869,12.043552,3,slask,resigned,apartment key,"It opens at 7am, like the bakery.",cit-00974
01f29625-3b88-46e5-a660-bbb6e92ef5ee,2026-03-14T10:17:42+00:00,Örgryte,57.699291,11.990001,1,sol,resigned,golf ball,The pothole has a Google review. The owner replied.,cit-02167
ef8f7ed1-4d07-4085-9437-ce0e5330500d,2026-02-28T06:09:54+00:00,Hisingen,57.710584,11.89374,5,dimma,vengeful,Volvo emblem,It contains a smaller car.,cit-00202
1883b0ff-a407-47d0-93bc-245384fc57f1,2026-05-11T17:17:42+00:00,Lorensberg,57.696624,11.975467,2,sol,lagom,,The trolleybus driver pointed and laughed.,cit-02981
84d82591-2302-44f3-bdd6-44e6d166a0e1,2026-05-02T08:37:47+00:00,Örgryte,57.703028,12.006196,2,regn,lagom,dog biscuit,I am not angry. I am Swedish.,cit-02831
cb2876f0-1285-421f-9c74-006eed304a3b,2026-03-31T12:02:44+00:00,Frölunda,57.661973,11.936856,4,snö,philosophical,,I fell into it on a bike in 1998. I am still angry.,cit-00831
1104a2ab-4dcf-41b4-852c-ace89fce7604,2026-03-01T00:03:56+00:00,Hisingen,57.709366,11.944143,4,regn,resigned,lost mitten,I lost a hubcap. I gained perspective.,cit-00102
68c5e86a-31d3-4655-928d-84006491c81e,2026-02-18T07:57:55+00:00,Centrum,57.712635,11.976856,2,dimma,frustrated,press card,"It is, on balance, well-formed.",cit-01742
94bb504e-c0b1-45d1-9dd6-7235341a542f,2026-03-05T18:04:22+00:00,Hisingen,57.715031,11.934331,2,dimma,vengeful,Volvo emblem,I felt the suspension think.,cit-00112
44dd5305-7a1e-428d-8be8-2b86c4f7a1c5,2026-03-09T01:54:30+00:00,Gamlestaden,57.726397,12.004783,2,slask,frustrated,,I felt every bone in my chassis.,cit-02258
df5d16fd-cb34-44f1-b633-1072a2dd0aa4,2026-02-28T08:52:02+00:00,Hisingen,57.693311,11.938278,5,dimma,vengeful,lost mitten,The Volvo Iron Mark survived. The wheel did not.,cit-00008
0ccbd496-0e57-473b-bf11-31d919fdf7b1,2026-03-23T07:18:15+00:00,Haga,57.706021,11.959095,2,dimma,amused,cinnamon bun,It moves between Tuesdays and Thursdays.,cit-01334
b3d5537e-9511-4cd4-b48f-d57da80b1ee5,2026-04-13T08:33:17+00:00,Annedal,57.695856,11.963538,1,sol,frustrated,bicycle bell,My therapist drives a different route to work.,
89ce8fa9-1113-4d47-9b1c-21d58f2319be,2026-04-15T13:57:09+00:00,Majorna,57.698067,11.929034,3,regn,lagom,vinyl record,The bicycle was reasonable. The car was not.,cit-00550
70dcc467-e5f2-4793-bb3c-0c10ff628d57,2026-04-20T00:54:58+00:00,Linné,57.691245,11.955862,1,regn,lagom,,I stopped to think about my life choices. The pothole was the prompt.,cit-02850
3dbaf204-2586-4f0a-a26c-0c437146f6f8,2026-02-21T07:03:05+00:00,Kortedala,57.76325,12.042526,3,slask,frustrated,dog leash,It contains its own weather system. We named it Eva.,cit-01126
58034563-a1f1-4380-b4ca-e0d2a3348928,2026-05-06T08:57:43+00:00,Kortedala,57.763756,12.045081,4,regn,vengeful,tram ticket,I considered driving around it. The detour goes through Norway.,cit-00994
c74807e0-e5a6-44bd-ab31-b65c700bef25,2026-04-06T06:37:16+00:00,Hisingen,57.714818,11.948681,4,snö,frustrated,Volvo emblem,The cinnamon bun did not survive.,cit-01569
fc880f44-bfd9-4f18-b408-ad5ecebac7a1,2026-02-13T09:25:45+00:00,Hisingen,57.717266,11.872018,3,dimma,vengeful,muffler bracket,I avoided it. I felt clever for four seconds. Then the next pothole.,cit-00282
36d7f2a7-56d6-4ad3-a1e5-116d9005c20d,2026-04-14T08:30:03+00:00,Majorna,57.694662,11.923101,3,sol,amused,,The pothole has more depth than my last performance review.,cit-02584
d8e18680-7f0b-4f95-81fc-dedb3af6af39,2026-02-12T08:08:32+00:00,Gamlestaden,57.726599,12.018555,5,regn,vengeful,,"I stopped, got out, and apologised.",cit-02830
bab026a3-24fc-4bbd-aed1-7234e70e5022,2026-03-01T18:13:35+00:00,Annedal,57.695009,11.955177,2,regn,lagom,bicycle bell,I stopped and waved at the pothole. It is a regular at this point.,cit-01995
abcf0dd2-c5a7-40a7-9b9c-76abfaab8cff,2026-03-27T17:14:37+00:00,Vasastan,57.700705,11.97613,1,sol,resigned,cufflink,My satnav said 'recalculating life'.,cit-02929
ceda1436-c331-4e46-903d-e8b315296491,2026-04-18T11:22:05+00:00,Vasastan,57.697035,11.963001,2,regn,resigned,,The road has trust issues. So do I now.,cit-00505
1fdda913-664c-4b73-ad7b-e5cb6f9ec6fb,2026-02-26T13:46:30+00:00,Majorna,57.698625,11.939893,5,sol,amused,sourdough loaf,I felt the suspension think.,cit-02741
6f57ad71-38c9-4eb0-8667-d6a7e7b65aeb,2026-02-23T07:56:36+00:00,Kortedala,57.760562,12.056126,4,slask,vengeful,,The road and I have a complicated relationship.,
ea866a1a-edaa-4424-b430-f2c4207fb710,2026-02-14T12:00:05+00:00,Frölunda,57.662795,11.955966,3,regn,philosophical,,The pothole had its own postcode.,cit-00709
a7b602e0-9b4d-47da-87fb-cde2069b2b8c,2026-04-11T05:23:50+00:00,Hisingen,57.70563,11.924498,2,snö,vengeful,,It was filled in 2019. It rose again in 2024.,cit-00072
215fcd38-4af7-4b13-9b80-31eca6808b7d,2026-02-15T06:25:01+00:00,Hisingen,57.694343,11.861859,2,snö,vengeful,,"I drove through it gently, as one would a sleeping baby.",cit-00144
4ffa82a5-e12a-4610-9cbb-73290004bfc0,2026-02-24T12:25:56+00:00,Annedal,57.695461,11.945895,1,regn,frustrated,student textbook,I had thoughts at the bottom.,cit-02609
44d6e29a-1f87-4cad-9efc-32ff1175e3c7,2026-03-28T10:53:58+00:00,Frölunda,57.657722,11.953317,3,slask,resigned,,I have driven a Volvo since 1991. I have never driven over this pothole.,cit-02380
3fde7a81-382e-439c-87b2-f5798e4e33f6,2026-02-22T09:13:56+00:00,Gamlestaden,57.725743,11.991032,5,dimma,vengeful,,I have insurance for tyres now. Just for this road.,cit-01903
bdef1ac6-8827-4f5a-a737-dfeb841a45d8,2026-02-15T06:33:18+00:00,Linné,57.699478,11.95579,4,regn,philosophical,vintage scarf,I tried to fill it with snow. It rejected the snow.,
fc149251-7ffa-4b02-9600-b9820e49af56,2026-04-13T07:04:13+00:00,Hisingen,57.716386,11.851175,3,dimma,vengeful,hubcap,The pothole asked for ID.,cit-01132
5cde07fa-5ee4-47fc-856e-4db6683c2203,2026-04-27T10:01:17+00:00,Kortedala,57.762518,12.064826,4,slask,resigned,1980s coin,It contains its own weather system. We named it Eva.,cit-00924
bca6953d-ad27-471a-b984-35542b7e7798,2026-03-13T06:42:06+00:00,Frölunda,57.657984,11.964468,4,snö,resigned,,I stopped to think about my life choices. The pothole was the prompt.,cit-00531
7687ef5a-e8d4-4b42-ace5-f97813fddc79,2026-05-07T13:23:18+00:00,Kortedala,57.77344,12.065344,3,snö,frustrated,apartment key,It is on the Volvo onboarding tour. New employees are shown it.,cit-01180
bcf00dcd-2181-428e-9889-6ec6c9665b87,2026-03-24T19:28:41+00:00,Gamlestaden,57.728641,11.999079,4,snö,vengeful,,I avoided it. I felt clever for four seconds. Then the next pothole.,cit-02579
f704f41a-935e-4fd2-9292-08b48b1577ad,2026-05-06T07:21:34+00:00,Majorna,57.695046,11.934088,1,regn,philosophical,,It moves between Tuesdays and Thursdays.,
1e70e2e8-96a5-4c9c-8277-f7b2560cf36e,2026-05-04T11:27:04+00:00,Linné,57.693277,11.942792,2,regn,philosophical,,The pothole rejected the cinnamon bun. The cinnamon bun was free.,cit-01230
badda4c7-4858-4840-aacd-1d95d75a7d83,2026-03-15T23:45:04+00:00,Centrum,57.704432,11.972823,2,regn,frustrated,lunch deal flyer,It used to be the parking spot for the bakery van.,cit-01623
95421c63-aea4-45a1-a564-be69b3323234,2026-04-28T00:04:17+00:00,Kortedala,57.777498,12.061483,2,slask,frustrated,apartment key,I had thoughts at the bottom.,cit-00976
31371d84-a0f1-4a88-a48a-6f0b5ae3c81a,2026-02-28T21:00:31+00:00,Centrum,57.702743,11.966611,3,dimma,resigned,,The car coughed. I have never heard it cough.,cit-01641
a4913081-a4c3-4930-88dd-b02721d052f0,2026-04-20T03:05:00+00:00,Frölunda,57.658207,11.96399,5,snö,resigned,a smaller pothole,I made eye contact with the driver in the other lane. We nodded.,cit-00720
4e3dc991-c937-41d0-8297-36628bc8ae30,2026-05-09T09:30:56+00:00,Kortedala,57.77511,12.067639,4,snö,frustrated,1980s coin,"The pothole reports me to the city, not the other way around.",cit-00935
38e9cb1f-7ecc-4942-a4da-c6549ab52c82,2026-03-08T23:20:32+00:00,Centrum,57.713283,11.965642,4,regn,resigned,umbrella,I drove to IKEA. The bookshelf returned. The wheels did not.,cit-02067
479d6116-3d3a-46d8-8bd4-4abd5d3853f1,2026-02-14T06:57:42+00:00,Centrum,57.700359,11.976465,3,dimma,frustrated,,It used to be a road.,cit-01851
fe926899-834d-454b-b4c2-81d342bc279c,2026-03-25T17:10:14+00:00,Frölunda,57.657735,11.960064,5,regn,lagom,,"Lagom-sized, by Gothenburg standards.",cit-00785
ef1e4667-3614-4f11-963f-bc2052675881,2026-02-22T08:19:16+00:00,Frölunda,57.652769,11.9607,5,regn,philosophical,,It contains its own weather system. We named it Eva.,cit-00584
29db6569-cc6d-4c0f-abf4-d8a1908addcd,2026-05-04T20:10:37+00:00,Kortedala,57.779322,12.061495,3,slask,frustrated,1980s coin,The pothole and I have signed an NDA.,
22d778fc-1f5c-483a-a7bd-0924515df834,2026-03-01T09:59:41+00:00,Hisingen,57.710129,11.899362,5,regn,frustrated,,I used to have an alignment.,
1a4bb88a-18af-420e-929b-1b9c8ec2e225,2026-03-05T06:31:47+00:00,Örgryte,57.696702,12.006615,2,regn,resigned,golf ball,The pothole and the lamppost are in a long-term feud.,cit-02781
be4954ec-8d4c-4663-9911-6b6eebd53c6f,2026-03-04T06:48:40+00:00,Haga,57.703561,11.968695,1,dimma,amused,cinnamon bun,I now believe in road spirits.,cit-01338
9e575cd7-29ef-46b4-a690-67500e522081,2026-04-15T04:57:56+00:00,Haga,57.704651,11.959689,3,regn,philosophical,vintage camera strap,I waved at it. It waved back.,cit-01545
a1de1da7-82cc-4c39-a9f2-d4da829e603e,2026-03-29T07:53:05+00:00,Linné,57.690283,11.945928,2,sol,lagom,vinyl 7-inch,I waved at it. It waved back.,cit-02514
a5f7343a-0c44-43c4-9f90-99930d25aad2,2026-03-22T21:50:11+00:00,Gamlestaden,57.724288,12.010622,1,slask,philosophical,shipyard rivet,It used to be the parking spot for the bakery van.,cit-02348
5572607d-4a8d-449f-bcf4-73ff8a68c097,2026-05-02T01:11:52+00:00,Frölunda,57.664237,11.946485,2,regn,philosophical,entire shopping bag,I now drive on the pavement. It is safer.,cit-00846
4460c1dd-a265-4212-a830-92ae009f69b6,2026-04-12T09:50:50+00:00,Kortedala,57.770196,12.063043,3,snö,frustrated,apartment key,It is technically a feature now.,cit-01358
e30ceb47-fe2d-46d7-a922-e3779f067b88,2026-04-29T08:20:58+00:00,Haga,57.707985,11.950929,2,regn,amused,cinnamon bun,I have driven this road for 27 years. The pothole has driven it for 28.,cit-01511
2d0e96a7-79b2-4c7e-bcdb-b282e2f6c726,2026-02-21T08:52:23+00:00,Haga,57.705291,11.96007,2,sol,amused,cinnamon bun,The pothole was in my path. The path is now in the pothole.,cit-01358
